author,poem,words,characters
J. MILTON.,Can in his swaddling bands control the damnéd crew.,9,51
J. MILTON.,"Time is, our tedious song should here have ending:",9,50
J. DRYDEN.,"Through all the compass of the notes it ran,",9,44
J. MILTON.,"Who were Thy sheep, and in their ancient fold",9,45
J. MILTON.,"O'er all the Italian field, where still doth sway",9,49
J. MILTON.,Elegy on a Friend drowned in the Irish Channel.,9,47
J. MILTON.,"Yet once more, O ye laurels, and once more",9,42
J. MILTON.,"I come to pluck your berries harsh and crude,",9,45
J. MILTON.,That from beneath the seat of Jove doth spring;,9,47
J. MILTON.,And bid fair peace be to my sable shroud.,9,41
J. MILTON.,"Fed the same flock by fountain, shade, and rill:",9,48
J. MILTON.,"Battening our flocks with the fresh dews of night,",9,50
J. MILTON.,Oft till the star that rose at evening bright,9,45
J. MILTON.,From the glad sound would not be absent long;,9,45
J. MILTON.,"But, O the heavy change, now thou art gone,",9,43
J. MILTON.,"Or frost to flowers, that their gay wardrobe wear,",9,50
J. MILTON.,Had ye been there—for what could that have done?,9,48
J. MILTON.,When by the rout that made the hideous roar,9,43
J. MILTON.,"But the fair guerdon when we hope to find,",9,42
J. MILTON.,"And slits the thin-spun life. ""But not the praise,""",9,51
J. MILTON.,"""Fame is no plant that grows on mortal soil,",9,44
J. MILTON.,But lives and spreads aloft by those pure eyes,9,46
J. MILTON.,"Of so much fame in heaven expect thy meed.""",9,43
J. MILTON.,That strain I heard was of a higher mood:,9,41
J. MILTON.,"He ask'd the waves, and ask'd the felon winds,",9,46
J. MILTON.,That not a blast was from his dungeon stray'd;,9,46
J. MILTON.,"The air was calm, and on the level brine",9,40
J. MILTON.,"Built in the eclipse, and rigg'd with curses dark,",9,50
J. MILTON.,That sunk so low that sacred head of thine.,9,43
J. MILTON.,"""Ah! who hath reft,"" quoth he, ""my dearest pledge!""",9,51
J. MILTON.,Blind mouths! that scarce themselves know how to hold,9,53
J. MILTON.,"A sheep-hook, or have learn'd aught else the least",9,50
J. MILTON.,"And, when they list, their lean and flashy songs",9,48
J. MILTON.,"The hungry sheep look up, and are not fed,",9,42
J. MILTON.,"Stands ready to smite once, and smite no more.""",9,47
J. MILTON.,"And call the vales, and bid them hither cast",9,44
J. MILTON.,On whose fresh lap the swart star sparely looks;,9,48
J. MILTON.,That on the green turf suck the honey'd showers,9,47
J. MILTON.,"The white pink, and the pansy freak'd with jet,",9,47
J. MILTON.,Ay me! whilst thee the shores and sounding seas,9,47
J. MILTON.,In the blest kingdoms meek of joy and love.,9,43
J. MILTON.,And wipe the tears for ever from his eyes.,9,42
J. MILTON.,While the still morn went out with sandals gray;,9,48
J. MILTON.,"At last he rose, and twitch'd his mantle blue:",9,46
J. SHIRLEY.,Death calls ye to the crowd of common men.,9,42
J. SHIRLEY.,Shall have the cunning skill to break a heart.,9,46
J. MILTON.,He can requite thee; for he knows the charms,9,44
J. MILTON.,That call fame on such gentle acts as these.,9,44
J. MILTON.,And that one talent which is death to hide,9,42
J. MILTON.,"Lodged with me useless, though my soul more bent",9,48
J. MILTON.,"Either man's work, or His own gifts: who best",9,45
G. HERBERT.,"When almost all was out, God made a stay,",9,41
G. HERBERT.,"And rest in Nature, not the God of Nature:",9,42
G. HERBERT.,"Let him be rich and weary, that at least,",9,41
J. MILTON.,"Where shall we sometimes meet, and by the fire",9,46
J. MILTON.,"Help waste a sullen day, what may be won",9,40
J. MILTON.,"The lily and rose, that neither sow'd nor spun.",9,47
J. MILTON.,"What neat repast shall feast us, light and choice,",9,50
J. MILTON.,"Of Attic taste, with wine, whence we may rise",9,45
J. MILTON.,"To hear the lute well touch'd, or artful voice",9,46
J. MILTON.,"He who of those delights can judge, and spare",9,45
J. MILTON.,"And what the Swede intends, and what the French.",9,48
J. MILTON.,"Who lived in both, unstain'd with gold or fee,",9,46
J. MILTON.,Though later born than to have known the days,9,45
J. MILTON.,"That all both judge you to relate them true,",9,44
ANON.,"My Love in her attire doth shew her wit,",9,40
A. COWLEY.,"Tell her, such different notes make all thy harmony.",9,52
A. COWLEY.,Revenge upon her ear the conquests of her eye.,9,46
J. FLETCHER.,Then stretch our bones in a still gloomy valley;,9,48
SIR W. SCOTT.,"If she had lived, and lived to love me.",9,39
SIR W. SCOTT.,"If thou hadst lived, and lived to love me!",9,42
ANON.,When my Love dropt down and spak nae mair!,9,42
J. MILTON.,Or fill the fixéd mind with all your toys!,9,42
J. MILTON.,"Thus, Night, oft see me in thy pale career,",9,43
J. MILTON.,"To their great Lord, whose love their motion sway'd",9,51
J. DRYDEN.,The praise of Bacchus then the sweet musician sung:,9,51
J. DRYDEN.,"Now give the hautboys breath; he comes, he comes!",9,49
J. DRYDEN.,"So Love was crown'd, but Music won the cause.",9,45
J. DRYDEN.,"At length, with love and wine at once opprest",9,45
J. DRYDEN.,"And rouse him, like a rattling peal of thunder.",9,47
J. DRYDEN.,"Those are Grecian ghosts, that in battle were slain",9,51
T. GRAY.,—Such were the sounds that o'er the crested pride,9,49
T. GRAY.,"O'er thee, O King! their hundred arms they wave,",9,48
T. GRAY.,"Dear as the light that visits these sad eyes,",9,45
T. GRAY.,"Dear as the ruddy drops that warm my heart,",9,43
T. GRAY.,"The shrieks of death thro' Berkley's roof that ring,",9,52
T. GRAY.,"From thee be born, who o'er thy country hangs",9,45
T. GRAY.,The scourge of Heaven! What terrors round him wait!,9,51
T. GRAY.,Thy son is gone. He rests among the dead.,9,41
T. GRAY.,The swarm that in thy noon-tide beam were born?,9,47
T. GRAY.,"Fair laughs the Morn, and soft the zephyr blows,",9,48
T. GRAY.,"Youth on the prow, and Pleasure at the helm:",9,44
T. GRAY.,That hush'd in grim repose expects his evening prey.,9,52
T. GRAY.,"Stamp we our vengeance deep, and ratify his doom.",9,49
T. GRAY.,In yon bright track that fires the western skies,9,48
T. GRAY.,Waves in the eye of Heaven her many-colour'd wings.,9,51
J. ELLIOTT.,But now they are moaning on ilka green loaning—,9,47
J. ELLIOTT.,The Flowers of the Forest are a' wede away.,9,43
J. ELLIOTT.,Ilk ane lifts her leglin and hies her away.,9,43
J. ELLIOTT.,"At fair or at preaching, nae wooing, nae fleeching—",9,51
J. ELLIOTT.,The Flowers of the Forest are a' wede away.,9,43
J. ELLIOTT.,"At e'en, in the gloaming, nae younkers are roaming",9,50
J. ELLIOTT.,'Bout stacks wi' the lasses at bogle to play;,9,45
J. ELLIOTT.,"The English, for ance, by guile wan the day;",9,44
J. ELLIOTT.,The Flowers of the Forest are a' wede away.,9,43
J. GAY.,And quick as lightning on the deck he stands.,9,45
J. GAY.,"Yes, yes, believe them when they tell thee so,",9,46
J. GAY.,Wakes in my soul some charm of lovely Sue.,9,42
J. GAY.,"Love turns aside the balls that round me fly,",9,45
R. BURNS.,But it's not the roar o' sea or shore,9,37
T. GRAY.,The rocks and nodding groves re-bellow to the roar.,9,51
T. GRAY.,"And Death, sad refuge from the storms of Fate!",9,46
T. GRAY.,"Say, has he given in vain the heavenly Muse?",9,44
T. GRAY.,"Hyperion's march they spy, and glittering shafts of war.",9,56
T. GRAY.,He pass'd the flaming bounds of Place and Time:,9,47
T. GRAY.,"Yet shall he mount, and keep his distant way",9,44
T. GRAY.,Beneath the Good how far—but far above the Great.,9,49
W. COLLINS.,She call'd on Echo still through all the song;,9,46
W. COLLINS.,A soft responsive voice was heard at every close:,9,49
W. COLLINS.,"And Hope enchanted smiled, and waved her golden hair;—",9,54
W. COLLINS.,"Blew an inspiring air, that dale and thicket rung,",9,50
W. COLLINS.,"And Sport leap'd up, and seized his beechen spear.",9,50
W. COWPER.,"And now in the grass behold they are laid,",9,42
W. COWPER.,And the scene where his melody charm'd me before,9,48
W. COWPER.,"And I must ere long lie lowly as they,",9,38
W. COWPER.,Ere another such grove shall arise in its stead.,9,48
W. COWPER.,"'Tis a sight to engage me, if anything can,",9,43
R. BURNS.,I wad be laith to rin and chase thee,9,36
W. COLLINS.,"May hope, chaste Eve, to soothe thy modest ear",9,46
W. COLLINS.,"Now air is hush'd, save where the weak-eyed bat",9,47
W. COLLINS.,"With short shrill shriek flits by on leathern wing,",9,51
W. COLLINS.,Then let me rove some wild and heathy scene;,9,44
W. COLLINS.,And hears their simple bell; and marks o'er all,9,47
T. GRAY.,And leaves the world to darkness and to me.,9,43
T. GRAY.,"Where heaves the turf in many a mouldering heap,",9,48
T. GRAY.,No more shall rouse them from their lowly bed.,9,46
T. GRAY.,For them no more the blazing hearth shall burn,9,46
T. GRAY.,Or climb his knees the envied kiss to share.,9,44
T. GRAY.,"And all that beauty, all that wealth e'er gave,",9,47
T. GRAY.,The paths of glory lead but to the grave.,9,41
T. GRAY.,"Nor you, ye Proud, impute to these the fault",9,44
T. GRAY.,Or Flattery soothe the dull cold ear of Death?,9,46
T. GRAY.,"Hands, that the rod of empire might have sway'd,",9,48
T. GRAY.,"Rich with the spoils of time, did ne'er unroll;",9,47
T. GRAY.,"Full many a flower is born to blush unseen,",9,43
T. GRAY.,"Their name, their years, spelt by the unletter'd Muse,",9,54
T. GRAY.,"E'en from the tomb the voice of Nature cries,",9,45
T. GRAY.,"Hard by yon wood, now smiling as in scorn,",9,42
T. GRAY.,"Or crazed with care, or cross'd in hopeless love.",9,49
T. GRAY.,"One morn I miss'd him on the custom'd hill,",9,43
T. GRAY.,"Slow through the church-way path we saw him borne,—",9,51
T. GRAY.,"Approach, and read (for thou canst read) the lay",9,48
T. GRAY.,Here rests his head upon the lap of Earth,9,41
T. GRAY.,"He gave to Misery all he had, a tear,",9,37
LADY A. LINDSAY.,But saving a croun he had naething else beside:,9,47
LADY A. LINDSAY.,"He hadna been awa' a week but only twa,",9,39
LADY A. LINDSAY.,"My father couldna work, and my mother couldna spin;",9,51
LADY A. LINDSAY.,His ship it was a wrack—Why didna Jamie dee?,9,44
LADY A. LINDSAY.,"Or why do I live to cry, Wae's me?",9,34
LADY A. LINDSAY.,Sae auld Robin Gray he was gudeman to me.,9,41
LADY A. LINDSAY.,"Till he said, I'm come hame to marry thee.",9,42
LADY A. LINDSAY.,"And why was I born to say, Wae's me!",9,36
LADY A. LINDSAY.,For auld Robin Gray he is kind unto me.,9,39
W. COWPER.,I am lord of the fowl and the brute.,9,36
W. COWPER.,But thou hast little need. There is a Book,9,42
W. COWPER.,"On which the eyes of God not rarely look,",9,41
COLLINS.,"With an ambling pad-pony to pace o'er the lawn,",9,47
COLLINS.,With a barn for the use of the flail:,9,37
COLLINS.,And a purse when a friend wants to borrow;,9,42
COLLINS.,"But my face in the glass I'll serenely survey,",9,46
COLLINS.,"As this old worn-out stuff, which is threadbare to-day",9,54
J. KEATS.,Much have I travell'd in the realms of gold,9,43
J. KEATS.,Oft of one wide expanse had I been told,9,39
J. KEATS.,Till I heard Chapman speak out loud and bold:,9,45
J. KEATS.,—Then felt I like some watcher of the skies,9,43
LORD BYRON.,"Are worth all your laurels, though ever so plenty.",9,50
LORD BYRON.,'Tis but as a dead flower with May-dew besprinkled:,9,51
LORD BYRON.,"O Fame!—if I e'er took delight in thy praises,",9,46
LORD BYRON.,"'Twas less for the sake of thy high-sounding phrases,",9,53
P.B. SHELLEY.,"When light rode high, and the dew was gone,",9,43
W. WORDSWORTH.,Why art thou silent! Is thy love a plant,9,40
W. WORDSWORTH.,"Speak!—though this soft warm heart, once free to hold",9,53
W. WORDSWORTH.,"Speak, that my torturing doubts their end may know!",9,51
J. KEATS.,Bright Star! would I were steadfast as thou art—,9,48
J. KEATS.,"To feel for ever its soft fall and swell,",9,41
J. KEATS.,And think that I may never live to trace,9,40
J. KEATS.,"And when I feel, fair Creature of an hour!",9,42
J. KEATS.,"Of the wide world I stand alone, and think,",9,43
W. WORDSWORTH.,But how could I forget thee? Through what power,9,47
W. WORDSWORTH.,Have I been so beguiled as to be blind,9,38
T. CAMPBELL.,"For the deck it was their field of fame,",9,40
T. CAMPBELL.,It was ten of April morn by the chime:,9,38
T. CAMPBELL.,"""Hearts of oak!"" our captains cried, when each gun",9,50
T. CAMPBELL.,Soft sigh the winds of heaven o'er their grave!,9,47
W. WORDSWORTH.,"Yet find that other strength, according to their need.",9,54
LORD BYRON.,The heart which love of Thee alone can bind;,9,44
LORD BYRON.,"And thy sad floor an altar, for 'twas trod",9,42
LORD BYRON.,"Worn as if thy cold pavement were a sod,",9,40
W. WORDSWORTH.,"Two Voices are there; one is of the Sea,",9,40
W. WORDSWORTH.,"In both from age to age thou didst rejoice,",9,43
W. WORDSWORTH.,Thou from thy Alpine holds at length are driven,9,47
W. WORDSWORTH.,—Of one deep bliss thine ear hath been bereft;,9,46
W. WORDSWORTH.,Once did She hold the gorgeous East in fee,9,42
W. WORDSWORTH.,And was the safeguard of the West; the worth,9,44
W. WORDSWORTH.,"And what if she had seen those glories fade,",9,44
W. WORDSWORTH.,When her long life hath reach'd its final day:,9,46
W. WORDSWORTH.,Of that which once was great has pass'd away.,9,45
W. WORDSWORTH.,To think that now our life is only drest,9,40
W. WORDSWORTH.,England hath need of thee: she is a fen,9,39
W. WORDSWORTH.,"Thy soul was like a Star, and dwelt apart:",9,42
W. WORDSWORTH.,When I have borne in memory what has tamed,9,42
W. WORDSWORTH.,For dearly must we prize thee; we who find,9,42
W. WORDSWORTH.,In thee a bulwark of the cause of men;,9,38
W. WORDSWORTH.,Felt for thee as a lover or a child!,9,36
T. MOORE.,With thee were the dreams of my earliest love;,9,46
T. MOORE.,In my last humble prayer to the Spirit above,9,44
T. MOORE.,But the next dearest blessing that Heaven can give,9,50
C. WOLFE.,"Not a drum was heard, not a funeral note,",9,41
C. WOLFE.,Not in sheet or in shroud we wound him:,9,39
C. WOLFE.,"But he lay like a warrior taking his rest,",9,42
C. WOLFE.,In the grave where a Briton has laid him.,9,41
C. WOLFE.,From the field of his fame fresh and gory;,9,42
C. LAMB.,"In my days of childhood, in my joyful school-days;",9,50
C. LAMB.,"Left him, to muse on the old familiar faces.",9,44
C. LAMB.,"Ghost-like I paced round the haunts of my childhood,",9,52
C. LAMB.,"Earth seem'd a desert I was bound to traverse,",9,46
C. LAMB.,"Friend of my bosom, thou more than a brother,",9,45
C. LAMB.,Why wert not thou born in my father's dwelling?,9,47
C. LAMB.,"So might we talk of the old familiar faces,",9,43
C. LAMB.,And some are taken from me; all are departed;,9,45
LORD BYRON.,"'Tis but as ivy-leaves around the ruin'd turret wreathe,",9,56
W. WORDSWORTH.,"That shrinks like many more from cold and rain,",9,47
W. WORDSWORTH.,"And the first moment that the sun may shine,",9,44
W. WORDSWORTH.,"Or blasts the green field and the trees distrest,",9,49
W. WORDSWORTH.,Oft have I seen it muffled up from harm,9,39
W. WORDSWORTH.,"But lately, one rough day, this flower I past,",9,46
W. WORDSWORTH.,"""The sunshine may not cheer it, nor the dew;",9,44
W. WORDSWORTH.,O Man! that from thy fair and shining youth,9,43
W. WORDSWORTH.,Age might but take the things Youth needed not!,9,47
LORD BYRON.,Fond wretch! as if her step disturb'd the dead!,9,47
SIR W. SCOTT.,"But the sea-caves rung, and the wild winds sung",9,47
W. WORDSWORTH.,"Or while the wings aspire, are heart and eye",9,44
W. WORDSWORTH.,"Thy nest which thou canst drop into at will,",9,44
W. WORDSWORTH.,Thrills not the less the bosom of the plain:,9,44
W. WORDSWORTH.,Whence thou dost pour upon the world a flood,9,44
W. WORDSWORTH.,"Type of the wise, who soar, but never roam—",9,43
W. WORDSWORTH.,True to the kindred points of Heaven and Home!,9,46
P.B. SHELLEY.,"And singing still dost soar, and soaring ever singest.",9,54
P.B. SHELLEY.,Like an unbodied joy whose race is just begun.,9,46
P.B. SHELLEY.,As from thy presence showers a rain of melody.,9,46
P.B. SHELLEY.,To sympathy with hopes and fears it heeded not:,9,47
P.B. SHELLEY.,"With music sweet as love, which overflows her bower:",9,52
P.B. SHELLEY.,Makes faint with too much sweet those heavy-wingéd thieves.,9,59
P.B. SHELLEY.,"Joyous, and clear, and fresh, thy music doth surpass.",9,53
P.B. SHELLEY.,That panted forth a flood of rapture so divine.,9,47
J. KEATS.,"My sense, as though of hemlock I had drunk,",9,43
J. KEATS.,"O for a draught of vintage, that hath been",9,42
J. KEATS.,"O for a beaker full of the warm South,",9,38
J. KEATS.,"That I might drink, and leave the world unseen,",9,47
J. KEATS.,And with thee fade away into the forest dim:,9,44
J. KEATS.,"Here, where men sit and hear each other groan;",9,46
J. KEATS.,"Where palsy shakes a few, sad, last gray hairs,",9,47
J. KEATS.,Save what from heaven is with the breezes blown,9,47
J. KEATS.,"I cannot see what flowers are at my feet,",9,41
J. KEATS.,"I have been half in love with easeful Death,",9,44
J. KEATS.,"Call'd him soft names in many a muséd rhyme,",9,44
J. KEATS.,"Now more than ever seems it rich to die,",9,40
J. KEATS.,The voice I hear this passing night was heard,9,45
